SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,High_log,Low_log,Open_log,Close_log,Volume_log,Marketcap_log,High_log_zscore,High_log_anomaly,Low_log_zscore,Low_log_anomaly,Open_log_zscore,Open_log_anomaly,Close_log_zscore,Close_log_anomaly,Volume_log_zscore,Volume_log_anomaly,Marketcap_log_zscore,Marketcap_log_anomaly,log_return,log_high_low_spread,log_close_open_return
284,Bitcoin,BTC,2014-02-06 23:59:59,819.8099975585938,770.5900268554688,815.5900268554688,781.5499877929688,50108700.0,9662791118.75,6.709072603114923,6.647156490057268,6.70391181064058,6.661279111722478,17.72970520367382,22.991548379125366,-1.4829072695515073,False,-1.6758805549882971,False,-0.7778844311677338,False,-1.932541998068874,False,1.292891975170511,False,-1.8737315593849906,False,-0.03811035178094979,0.061916113057654876,-0.042632698918102285
285,Bitcoin,BTC,2014-02-07 23:59:59,783.2000122070312,654.3499755859375,783.2000122070312,712.4000244140625,113643000.0,8810607000.0,6.6633881068023975,6.483642339191086,6.6633881068023975,6.568639585685666,18.548572513757037,22.899222173499506,-2.4948191275063385,False,-4.158215282565631,True,-1.8789265524488952,False,-3.375059973984946,True,2.781054258248266,False,-3.401239118393635,True,-0.09263952603681158,0.1797457676113119,-0.09474852111673115
286,Bitcoin,BTC,2014-02-08 23:59:59,721.8200073242188,661.8699951171875,699.5700073242188,673.9199829101562,38742600.0,8337738240.0,6.581775810478203,6.495069154653333,6.550465871047948,6.513111384146694,17.472450327785033,22.844057822292655,-3.481891192875864,True,-3.0924995987180925,True,-3.586440718051889,True,-3.3947067523085273,True,0.7204859792608375,False,-3.4235669035904186,True,-0.05552820153897198,0.08670665582487036,-0.03735448690125409
287,Bitcoin,BTC,2014-02-09 23:59:59,712.27001953125,655.25,671.4600219726562,682.9000244140625,39311400.0,8451228950.0,6.568457080432993,6.485016842203516,6.5094544787816915,6.52634847171761,17.48702511111136,22.857577705610254,-2.998312887970265,False,-2.699854718022786,False,-3.3298928405576236,True,-2.6615462117919617,False,0.7302386020379015,False,-2.669632708903843,False,0.013237087570916017,0.08344023822947744,0.016893992935918867
288,Bitcoin,BTC,2014-02-10 23:59:59,703.7100219726562,550.5,681.3200073242188,681.030029296875,112758000.0,8430742782.0,6.556366370696663,6.310826956162734,6.524032103742418,6.523606401061128,18.540754487266792,22.855150716822337,-2.7296202423078935,False,-3.6243895711633267,True,-2.609685134884789,False,-2.392636986783939,False,2.504755105836774,False,-2.3933845593457512,False,-0.0027420706564820208,0.2455394145339289,-0.00042570268128994115
289,Bitcoin,BTC,2014-02-11 23:59:59,712.4600219726562,636.6599731445312,683.5,672.1699829101562,72745200.0,8323817195.0,6.568723801056547,6.4562357189317465,6.527226656164005,6.5105112592956615,18.102473482457697,22.84238678404011,-2.2735263461955593,False,-1.930686399357495,False,-2.296705261310193,False,-2.2525770649989303,False,1.6073238116403825,False,-2.2521882811161,False,-0.013095141765466778,0.11248808212480021,-0.016715396868343113
290,Bitcoin,BTC,2014-02-12 23:59:59,672.9000244140625,643.0399780273438,672.3800048828125,651.719970703125,25367600.0,8073458481.0,6.51159676647613,6.466206896530922,6.510823664154196,6.4796149768815905,17.048983327179442,22.811847787645615,-2.6205574514701135,False,-1.6758012697783102,False,-2.2111035608574676,False,-2.29474648988807,False,-0.18829683846348022,False,-2.298432169296151,False,-0.030896282414071052,0.04538986994520755,-0.031208687272605395
291,Bitcoin,BTC,2014-02-13 23:59:59,657.989990234375,601.9099731445312,651.0800170898438,605.239990234375,38588100.0,7500376176.0,6.489189718799843,6.400107887854119,6.478632548771752,6.405625057448241,17.46845449674844,22.738219013030864,-2.4821758482919805,False,-2.027558531264096,False,-2.272789736728773,False,-2.6266023276275985,False,0.5114423540339809,False,-2.640061820578195,False,-0.0739899194333491,0.08908183094572397,-0.07300749132351037
292,Bitcoin,BTC,2014-02-14 23:59:59,691.719970703125,541.0399780273438,601.1699829101562,661.989990234375,102506000.0,8206805878.25,6.5391812071040585,6.293493172654795,6.398877728006523,6.495250435330812,18.445431891414902,22.828229632121847,-1.735478821595374,False,-2.497476136508662,False,-2.6471037797261503,False,-1.5984999745627313,False,1.9918332669937,False,-1.5877880192915585,False,0.08962537788257041,0.24568803444926335,0.0963727073242886
293,Bitcoin,BTC,2014-02-15 23:59:59,661.8400268554688,632.8400268554688,660.9000244140625,650.9199829101562,26709200.0,8072579656.0,6.495023875458907,6.45021766801729,6.493602579417036,6.4783867205375065,17.100518633308504,22.81173892812312,-1.9866050129828965,False,-1.2286267248445661,False,-1.584568014120668,False,-1.6114908188301047,False,-0.21421819967348554,False,-1.6025737731673104,False,-0.016863714793305284,0.04480620744161712,-0.015215858879529698
294,Bitcoin,BTC,2014-02-16 23:59:59,665.0999755859375,584.1699829101562,651.2999877929688,616.6300048828125,40061700.0,7650358836.75,6.499937368583018,6.370192007103534,6.478970346809793,6.424269176095563,17.505931323647033,22.758018390449475,-1.7575251240713627,False,-1.6621178068852662,False,-1.5800521192739283,False,-1.894599763201596,False,0.4489630480128574,False,-1.8940677339763592,False,-0.05411754444194372,0.12974536147948434,-0.054701170714229974
295,Bitcoin,BTC,2014-02-17 23:59:59,656.9500122070312,607.3099975585938,614.22998046875,626.27001953125,31948400.0,7772386462.0,6.487607930669201,6.409039365074291,6.420369419040696,6.4397816192035,17.279632659286598,22.773843092135294,-1.7097827907828902,False,-1.290334851504606,False,-1.8968480927671112,False,-1.6143061860074626,False,0.047499969279992844,False,-1.608632387210607,False,0.015512443107937202,0.07856856559491021,0.01941220016280365
296,Bitcoin,BTC,2014-02-18 23:59:59,645.760009765625,612.5399780273438,627.1599731445312,626.5999755859375,20015100.0,7779035355.0,6.470427932847874,6.417614210537597,6.441201648671488,6.440308339555335,16.811997546649142,22.774698177089373,-1.7069569223314294,False,-1.1490116576932798,False,-1.5794153708213832,False,-1.490884613840272,False,-0.7137938472710944,False,-1.4829582515925688,False,0.0005267203518348751,0.05281372231027781,-0.0008933091161527074
297,Bitcoin,BTC,2014-02-19 23:59:59,631.77001953125,618.7000122070312,625.969970703125,623.030029296875,13897800.0,7737830115.25,6.448525434774924,6.427620522267072,6.439302399826692,6.434594718744396,16.447241112193073,22.769387138376594,-1.7405262317292653,False,-1.0117601078859624,False,-1.4777098968871172,False,-1.4285365466998727,False,-1.2429693727803337,False,-1.4190850619218969,False,-0.005713620810938735,0.020904912507851314,-0.0047076810822961335
298,Bitcoin,BTC,2014-02-20 23:59:59,627.72998046875,556.1400146484375,623.0900268554688,556.1400146484375,46905000.0,6909538974.0,6.44211010659926,6.321020087455274,6.4346910137335405,6.321020087455274,17.663634837542187,22.656168753831604,-1.6513794797730845,False,-1.6074841558279525,False,-1.4083640394925705,False,-2.0917447282385124,False,0.6626412962887357,False,-2.097230841038465,False,-0.11357463128912215,0.12109001914398565,-0.11367092627826647
299,Bitcoin,BTC,2014-02-21 23:59:59,582.9600219726562,530.469970703125,556.8800048828125,574.1599731445312,47308100.0,7135603064.0,6.36811861105356,6.273763350802726,6.32234978562857,6.352908056348323,17.6721920861583,22.68836260623756,-2.036044681927821,False,-1.7591192258691206,False,-2.0635897917540587,False,-1.696444475246036,False,0.6294224224148215,False,-1.694259453069116,False,0.03188796889304868,0.09435526025083352,0.03055827071975248
300,Bitcoin,BTC,2014-02-22 23:59:59,614.47998046875,558.5800170898438,574.239990234375,605.4199829101562,31254000.0,7526808472.5,6.420776349905421,6.325397879670061,6.353047410393124,6.405922403823112,17.257657925955385,22.741736947278493,-1.4964653996959365,False,-1.3264240972501256,False,-1.6813860339568159,False,-1.2209986421960333,False,-0.08047449868516755,False,-1.2091490364304176,False,0.0530143474747895,0.09537847023536017,0.05287499342998814
301,Bitcoin,BTC,2014-02-23 23:59:59,639.9099731445312,599.7000122070312,606.469970703125,605.8200073242188,31434400.0,7534325866.5,6.461327499497522,6.396429550529693,6.407655214715001,6.406582924334045,17.263413392612208,22.74273519806825,-1.1062116966356523,False,-0.8165081681536844,False,-1.1985104084032396,False,-1.1353660070654754,False,-0.0651416131089155,False,-1.1222660499196326,False,0.0006605205109329049,0.06489794896782897,-0.0010722903809563533
302,Bitcoin,BTC,2014-02-24 23:59:59,607.6099853515625,538.7000122070312,606.0399780273438,546.3200073242188,57893900.0,6796971990.0,6.409533204674076,6.289158852346653,6.4069459542355185,6.303204898059296,17.874122582934373,22.639743054366715,-1.395349303234412,False,-1.3928179947640982,False,-1.123858906986549,False,-1.7213130023215326,False,0.8905080317122072,False,-1.7203871755376126,False,-0.10337802627474879,0.12037435232742233,-0.1037410561762222
303,Bitcoin,BTC,2014-02-25 23:59:59,541.3800048828125,420.4100036621094,540.239990234375,538.7100219726562,126314000.0,6704461434.0,6.29412144425366,6.041230434300346,6.29201346719013,6.289177433509456,18.654281428366854,22.62603902741148,-2.056817029588384,False,-2.549332497576869,False,-1.7786234664346676,False,-1.6959065735558667,False,1.9493320885367504,False,-1.6946779139030381,False,-0.01402746454983994,0.2528910099533146,-0.002836033680673644
304,Bitcoin,BTC,2014-02-26 23:59:59,603.7999877929688,532.5800170898438,537.0399780273438,582.6900024414062,64642700.0,7254505067.25,6.403242997055727,6.277733153130037,6.28607253871612,6.36765531670204,17.98438574110676,22.704888501417255,-1.1957707508421689,False,-1.1206709004188253,False,-1.6961765901211685,False,-1.0787197851413024,False,0.9037993169828705,False,-1.0651233874617385,False,0.07847788319258342,0.1255098439256903,0.08158277798592017
305,Bitcoin,BTC,2014-02-27 23:59:59,594.0499877929688,566.6199951171875,581.6500244140625,578.77001953125,25540800.0,7208406719.0,6.386963470355468,6.339688876426394,6.365868934236578,6.360905195784911,17.05578773149235,22.698513781714944,-1.2298374242597594,False,-0.7189561372952858,False,-1.0742874774555793,False,-1.0537100880054866,False,-0.4701212561380541,False,-1.0392970076802879,False,-0.00675012091712901,0.04727459392907374,-0.004963738451666977
306,Bitcoin,BTC,2014-02-28 23:59:59,584.1400146484375,545.1699829101562,579.7000122070312,549.260009765625,28076100.0,6843353923.5,6.370140705202861,6.301097641282025,6.362510749403184,6.308571935524009,17.15042923858704,22.64654378809663,-1.2670707796680827,False,-0.8785072699054666,False,-1.0275301879498775,False,-1.3243918275846227,False,-0.35535715369242427,False,-1.3153815367760993,False,-0.05233326026090168,0.06904306392083548,-0.05393881387917521
307,Bitcoin,BTC,2014-03-01 23:59:59,573.3800048828125,539.2899780273438,549.9199829101562,565.6099853515625,18668100.0,7049084308.0,6.351548681691645,6.290253418872426,6.3097727820245595,6.337904768867053,16.742326742797726,22.67616355994468,-1.313948800428016,False,-0.8816726463455049,False,-1.3010085902719821,False,-1.0554883398448471,False,-0.9425307374492807,False,-1.040994065465788,False,0.029332833343043596,0.061295262819218266,0.028131986842493184
308,Bitcoin,BTC,2014-03-02 23:59:59,570.47998046875,553.27001953125,567.22998046875,559.7899780273438,7950760.0,6978524071.75,6.346478077483527,6.315846163601837,6.3407648307828675,6.327561674147505,15.888778079545643,22.66610328032309,-1.269149651532916,False,-0.6791925103899789,False,-1.0234758968754696,False,-1.0668745248979579,False,-2.062402945735886,False,-1.0524269452890884,False,-0.01034309471954753,0.030631913881690842,-0.013203156635362312
309,Bitcoin,BTC,2014-03-03 23:59:59,702.9099731445312,560.52001953125,562.5599975585938,667.760009765625,96056896.0,8326933812.0,6.5552288226493225,6.328864959146893,6.332497790716943,6.503928842166935,18.380451240541248,22.842761135567567,0.35019657253730596,False,-0.5496030409798524,False,-1.0217373666303624,False,0.2770998637143309,False,1.3682155522790957,False,0.3215727518215245,False,0.17636716801942942,0.22636386350242965,0.17143105144999193
310,Bitcoin,BTC,2014-03-04 23:59:59,696.219970703125,655.6799926757812,668.239990234375,666.780029296875,55344600.0,8317230355.5,6.545665660261995,6.485672853880119,6.504647375833702,6.502460200363452,17.829089651383928,22.841595146395424,0.3454307301223043,False,0.5419514373193661,False,0.2884926176114949,False,0.34265939779934856,False,0.5530516047843622,False,0.3905827430451,False,-0.0014686418034823845,0.05999280638187621,-0.0021871754702500468
311,Bitcoin,BTC,2014-03-05 23:59:59,674.280029296875,646.280029296875,666.239990234375,665.510009765625,22461900.0,8304000851.5,6.51364549836123,6.47123289174018,6.501649951328731,6.500553678692187,16.927331098531894,22.840003265910884,0.1435278268463427,False,0.5292024264958463,False,0.34171212780799815,False,0.4177437441496811,False,-0.7960094383518463,False,0.4699597798929526,False,-0.00190652167126526,0.04241260662104995,-0.0010962726365439934
312,Bitcoin,BTC,2014-03-06 23:59:59,669.77001953125,649.7899780273438,664.52001953125,663.8599853515625,16068100.0,8286267327.0,6.506934399028755,6.476649199951002,6.499065004909793,6.498071261806799,16.592346497991855,22.83786544257215,0.1642086654019072,False,0.688829857036371,False,0.4109475572216968,False,0.512807366240198,False,-1.2895998451623887,False,0.5711501726792969,False,-0.0024824168853880835,0.03028519907775351,-0.0009937431029944932
313,Bitcoin,BTC,2014-03-07 23:59:59,665.3400268554688,616.3499755859375,664.3099975585938,629.1500244140625,34150800.0,7855629815.0,6.500298228556705,6.423814944386815,6.498748904322504,6.444369740842812,17.34629656976818,22.784496285579777,0.19332429415181013,False,0.37936672479570027,False,0.5279993222747318,False,0.07446714633690546,False,-0.19408368988425986,False,0.13140695140034475,False,-0.05370152096398684,0.07648328416988992,-0.05437916347969196
314,Bitcoin,BTC,2014-03-08 23:59:59,635.1400146484375,604.4600219726562,629.6599731445312,617.4500122070312,18654200.0,7712151171.25,6.45384547009648,6.404335533827624,6.44517994851411,6.425598113333904,16.74158187977253,22.76606299614371,-0.2376486276819442,False,0.30898449480031914,False,0.09603133033745398,False,-0.054618708599868025,False,-1.0339354739651743,False,0.007651646026986325,False,-0.01877162750890804,0.0495099362688558,-0.019581835180206397
315,Bitcoin,BTC,2014-03-09 23:59:59,643.9500122070312,612.3499755859375,616.3099975585938,636.9600219726562,15396500.0,7958687808.0,6.467621102295168,6.4173039745978375,6.423750079739259,6.456706893748138,16.549650768826226,22.797529974972534,0.006290847075483451,False,0.4738023557312391,False,-0.06336176710825339,False,0.4121476315233009,False,-1.2450260405789801,False,0.4836255184391695,False,0.03110878041423426,0.050317127697330655,0.0329568140088794
316,Bitcoin,BTC,2014-03-10 23:59:59,644.760009765625,615.02001953125,636.3300170898438,627.7899780273438,20639800.0,7846433315.0,6.46887816967487,6.421654819360044,6.455717323556122,6.442205680641286,16.842731808608207,22.78332491071325,0.07612519782340232,False,0.5586917920558876,False,0.40577555869329096,False,0.254469500630359,False,-0.7641218430770437,False,0.3241600095794507,False,-0.014501213106852262,0.04722335031482583,-0.013511642914836308
317,Bitcoin,BTC,2014-03-11 23:59:59,638.4199829101562,618.8400268554688,627.9500122070312,634.1099853515625,11732500.0,7928102949.75,6.458996347196712,6.427846801247332,6.442460564903631,6.452222417864072,16.27787332665071,22.793679619478837,-0.010647042792521913,False,0.6588505802816571,False,0.26339676053167566,False,0.44161557323492456,False,-1.4852549080622388,False,0.5129303081035501,False,0.010016737222786176,0.03114954594938002,0.009761852960441075
318,Bitcoin,BTC,2014-03-12 23:59:59,648.030029296875,629.510009765625,631.9099731445312,632.0999755859375,18621200.0,7905832725.0,6.473937036786063,6.444941754494795,6.4487469364441194,6.449047570854518,16.739811274567952,22.790866643615793,0.2528786630298974,False,0.7936071248462631,False,0.39690833873618536,False,0.4476101326072593,False,-0.7735051170011781,False,0.5192315952193932,False,-0.0031748470095545045,0.028995282291268687,0.00030063441039818173
319,Bitcoin,BTC,2014-03-13 23:59:59,644.2000122070312,630.8499755859375,633.6199951171875,638.1400146484375,11634900.0,7983960982.0,6.468009255846231,6.447068077673484,6.451449397952381,6.458557717963863,16.269519759924396,22.800700488919585,0.22581600306713998,False,0.8225888376906928,False,0.48940757373530136,False,0.6308712058903148,False,-1.380558794440761,False,0.7001533115640819,False,0.009510147109345723,0.020941178172746433,0.0071083200114827605
320,Bitcoin,BTC,2014-03-14 23:59:59,639.530029296875,627.2100219726562,638.1400146484375,628.7999877929688,11913800.0,7869180480.0,6.460733577378314,6.441281447819022,6.458557717963863,6.443813221701779,16.29320795005656,22.786219761806198,0.1402196902147716,False,0.7749771962451026,False,0.6368765183853353,False,0.4302636634511433,False,-1.270405216509406,False,0.4986760010277834,False,-0.014744496262084184,0.01945212955929243,-0.014744496262084184
321,Bitcoin,BTC,2014-03-15 23:59:59,639.1400146484375,627.2999877929688,629.3699951171875,636.1199951171875,4342080.0,7963443153.0,6.460123545631064,6.441424875643059,6.44471931129374,6.455387217111785,15.283864053939725,22.79812730018648,0.14680816077268913,False,0.7549760311856608,False,0.4499766910011581,False,0.5798830027804488,False,-2.361559988886102,False,0.6456914390934657,False,0.011573995410006255,0.01869866998800518,0.01066790581804522
322,Bitcoin,BTC,2014-03-16 23:59:59,637.52001953125,628.1099853515625,636.5,631.1099853515625,5277290.0,7903422085.5,6.457585679725786,6.442715287043827,6.4559844179974615,6.447480150603454,15.47892326634493,22.790561678005766,0.15530376235328366,False,0.7176882569518783,False,0.5904947135345243,False,0.49361634868558957,False,-1.9501413254674205,False,0.5591970424444892,False,-0.007907066508331617,0.01487039268195911,-0.00850426739400767
323,Bitcoin,BTC,2014-03-17 23:59:59,632.6799926757812,616.85498046875,630.9199829101562,622.3729858398438,14648200.0,7796513248.98,6.44996475351879,6.4246339565203,6.447179044532093,6.433539568708617,16.4998280189844,22.77694245133748,0.05413770730032657,False,0.5319004990616102,False,0.4897042467434231,False,0.3033665685742549,False,-0.6089317671092052,False,0.3714802697970408,False,-0.013940581894837045,0.025330796998489724,-0.013639475823476133
324,Bitcoin,BTC,2014-03-18 23:59:59,622.3909912109375,603.7960205078125,621.8380126953125,614.8319702148438,24011500.0,7704183117.6,6.433568498483942,6.403236426505429,6.432679629071162,6.421349011312507,16.994043440215197,22.765029280318632,-0.18686833282509874,False,0.2828066103327774,False,0.2926232226265155,False,0.11093544660809986,False,0.04414224075066901,False,0.18195515665291248,False,-0.01219055739611008,0.030332071978513397,-0.01133061775865496
325,Bitcoin,BTC,2014-03-19 23:59:59,622.0,609.0960083007812,613.89599609375,609.8880004882812,14228900.0,7644702124.8,6.432940092739179,6.4119759043827464,6.419825526330002,6.41327533455284,16.470785665602367,22.757278712167427,-0.1680592695886496,False,0.3780534805142221,False,0.08951597481227269,False,-0.0035250967820080067,False,-0.5927010268364815,False,0.06986791582157637,False,-0.008073676759666526,0.020964188356432878,-0.006550191777161984
326,Bitcoin,BTC,2014-03-20 23:59:59,609.7449951171875,587.4929809570312,609.7449951171875,588.77001953125,20572900.0,7382675345.5,6.413040828972449,6.375864298639764,6.413040828972449,6.378035648202629,16.83948523370475,22.722401922807233,-0.47746030920187305,False,-0.0051045118060927515,False,-0.003000511049739615,False,-0.532007961578873,False,-0.12089161737825284,False,-0.44684824707310405,False,-0.03523968635021113,0.037176530332685864,-0.0350051807698204
327,Bitcoin,BTC,2014-03-21 23:59:59,604.5919799804688,561.81298828125,588.2940063476562,571.489990234375,38414100.0,7168656262.0,6.404553817256498,6.331169033451051,6.377226833730217,6.348246968180996,17.463935137661124,22.692984062836672,-0.5946436905566455,False,-0.4653245963048987,False,-0.5375880647242021,False,-0.94763627278654,False,0.6366842462287721,False,-0.8556823489706912,False,-0.029788680021632707,0.0733847838054471,-0.028979865549220385
328,Bitcoin,BTC,2014-03-22 23:59:59,572.5479736328125,554.3909912109375,571.1799926757812,565.0399780273438,17360700.0,7090150172.0,6.350096528656182,6.317870198124146,6.347704383583807,6.336896486213762,16.66971958896419,22.68197235808419,-1.419467572141371,False,-0.6112682128702449,False,-0.946257435116398,False,-1.146795509011391,False,-0.343805054885605,False,-1.0566024249677188,False,-0.011350481967234316,0.03222633053203605,-0.010807897370044728
329,Bitcoin,BTC,2014-03-23 23:59:59,570.2379760742188,560.8779907226562,565.7639770507812,561.27197265625,9288400.0,7045871924.8,6.3460537755835285,6.329503396526471,6.33817698955674,6.330205587789028,16.04427686775467,22.675707739692022,-1.4505347076635458,False,-0.5117096716464735,False,-1.1150665525831536,False,-1.2249369483807688,False,-1.0805509330703067,False,-1.1400175419195966,False,-0.006690898424733582,0.016550379057057363,-0.007971401767711939
330,Bitcoin,BTC,2014-03-24 23:59:59,586.56201171875,551.77197265625,562.5070190429688,583.4119873046875,22706900.0,7326517066.6,6.37427839433509,6.313134867916632,6.332403612299333,6.3688936045394415,16.93817940102141,22.714766078473886,-0.9530049302036793,False,-0.6897007705883166,False,-1.1816643396991666,False,-0.595079679905558,False,0.08908194260557294,False,-0.5157544165178389,False,0.03868801675041311,0.06114352641845855,0.03648999224010829
331,Bitcoin,BTC,2014-03-25 23:59:59,585.43798828125,572.60498046875,585.0260009765625,583.9169921875,14020100.0,7335179951.93,6.372360265014053,6.350196090615621,6.371656292357939,6.3697588360606145,16.4560025722129,22.71594778156421,-0.9250341001977406,False,-0.2554963529549323,False,-0.5472336068587915,False,-0.5593215568084765,False,-0.5019290401849383,False,-0.4816634714968665,False,0.0008652315211730155,0.02216417439843177,-0.001897456297324851
332,Bitcoin,BTC,2014-03-26 23:59:59,590.0280151367188,570.9630126953125,583.4819946289062,580.8270263671875,16401100.0,7298672082.0,6.380170019055044,6.347324431192454,6.369013593716499,6.364452995429316,16.612858963715855,22.710958261978405,-0.779455359208222,False,-0.31406440341859804,False,-0.5653828024321117,False,-0.6995949854143994,False,-0.251622571769587,False,-0.6224552395893128,False,-0.005305840631298686,0.03284558786259062,-0.004560598287183026
333,Bitcoin,BTC,2014-03-27 23:59:59,580.5599975585938,471.239013671875,580.2570190429688,471.239013671875,62225400.0,5923615601.7,6.363993150764621,6.155365425327335,6.363471141665561,6.155365425327335,17.94627383448172,22.502212842944804,-1.1394441619724274,False,-3.0134092742637226,True,-0.722073416538352,False,-3.330386172857242,True,1.682721244796688,False,-3.307452506177058,True,-0.20908757010198098,0.20862772543728614,-0.20810571633822583
334,Bitcoin,BTC,2014-03-28 23:59:59,526.0230102539062,473.2340087890625,477.14300537109375,495.6659851074219,58828300.0,6232801683.6,6.265344957510753,6.159589999321093,6.1678162475733656,6.205902282755637,17.890133589601767,22.553091777100253,-2.418241772509177,False,-2.612997761631652,False,-3.2555145863596877,True,-2.3267076061662895,False,1.6191630043725622,False,-2.3051654308872824,False,0.05053685742830183,0.10575495818966019,0.03808603518227116
